Nation,Year,Divorces,Birth_Rate,N_repro_female,F_Employment_Rate,F_Mean_Income,F_Median_Income,Fertility_Rate,Gdp,Employment_Gender_Gap,Closing_Housing_Price,M_Employment_Rate,M_Mean_Income,M_Median_Income,Marriages,Mean_Age_Childbearing,Population,Demand_For_Family,AVG_female_population,AVG_population_male,percentage_female_work_home,percentage_male_work_home,consumer_price_harmonized_index,F_mean_age_marriage,senior_position_woman,tertiary_ed_f,tertiary_ed_m,parliament_female,Perc_female_married_in_repro_age,Tot_f_married_in_repro_age
LT,2013,9974.0,10.273,706241,68.6,5588.0,4583.0,1.59,35039.5,2.6,91.92,71.2,5910.0,4970.0,20469.0,29.13,2957689,78.7,1595246,1362443,5.3,5.8,100.43833333333332,27.1,16.1,58.9,42.3,24.1,53.3869250208733,377040
LT,2014,9806.0,10.434,686723,70.6,5898.0,4715.0,1.63,36581.3,2.5,96.76,73.1,6227.0,5169.0,22142.0,29.331,2932367,78.9,1581241,1351126,5.4,5.6,100.68166666666669,27.3,16.5,,,23.6,53.2411457727413,365619
LT,2015,9371.0,10.767,667914,72.2,6410.0,5083.0,1.7,37345.7,2.4,99.95,74.6,6804.0,5412.0,21987.0,29.448,2904910,78.9,1566978,1337932,4.7,5.1,100.0,27.5,14.3,64.9,45.0,24.1,53.1028894063861,354681
LT,2016,8879.0,10.596,649232,74.3,6846.0,5488.0,1.69,38889.9,1.9,109.43,76.2,7464.0,6088.0,21347.0,29.605,2868231,78.9,1547335,1320897,5.0,4.8,100.67833333333331,27.9,14.3,66.1,44.2,21.3,53.1199437170152,344871
LT,2017,8518.0,10.165,630496,75.5,7272.0,5923.0,1.63,42276.3,1.0,116.94,76.5,8190.0,6518.0,21186.0,29.797,2828403,79.1,1523663,1304740,5.0,4.5,104.42166666666668,27.8,14.3,65.6,46.2,20.6,53.2258649512056,335586
LT,2018,8640.0,10.067,612448,76.7,8027.0,6600.0,1.63,45515.2,2.3,125.59,79.0,8987.0,7374.0,19734.0,30.045,2801543,79.1,1505101,1296442,4.7,4.5,107.065,28.2,10.8,65.2,46.6,22.0,53.4198163445022,327168
LT,2019,8683.0,9.832,595462,77.4,9000.0,7258.0,1.61,48959.2,1.6,133.77,79.0,9839.0,8227.0,19502.0,30.18,2794137,79.1,1494165,1299973,4.4,4.5,109.46583333333332,28.4,12.0,66.1,45.2,24.1,53.472590569988,318408
LT,2020,7544.0,9.727,579093,75.8,9920.0,8273.0,1.48,49873.2,1.7,146.35,77.5,11173.0,9126.0,15299.0,30.163,2794885,79.2,1485909,1308976,8.9,7.8,110.62833333333332,28.4,14.3,68.1,45.6,26.2,53.4622477486069,309596
LT,2021,7822.0,9.619,563263,76.7,11219.0,9216.0,1.36,56478.1,1.4,175.36,78.1,12636.0,9999.0,16795.0,30.148,2800839,79.2,1490741,1310099,15.9,12.8,115.56545454545454,28.6,22.3,,,28.4,53.4535955018792,301084
LT,2022,7395.0,9.504,548373,78.6,11936.0,9519.0,1.27,67436.5,0.8,203.46,79.4,13404.0,10762.0,16016.0,30.309,2831639,79.2,1510431,1321208,12.4,10.4,137.5716666666667,28.7,24.5,67.1,49.5,27.7,53.394119140066,292798
MT,2009,,9.715,96822,40.0,12043.0,10604.0,1.42,6259.6,37.5,87.9,77.5,12501.0,11237.0,2353.0,29.271,412477,84.2,207072,205405,12.0,8.4,89.95333333333333,,4.1,26.1,19.7,8.7,56.2999845206031,54510
MT,2010,,9.447,96835,41.6,11958.0,10529.0,1.36,6815.8,36.6,87.45,78.2,12370.0,11004.0,2596.0,29.495,414508,84.2,208204,206304,3.8,3.4,91.78916666666667,,2.4,28.1,20.7,8.7,56.3888019557375,54604
MT,2011,42.0,9.959,97431,43.8,12214.0,10860.0,1.45,6924.6,35.2,88.73,79.0,12710.0,11556.0,2562.0,29.691,416268,84.2,209218,207050,3.9,3.1,94.09583333333336,29.2,2.3,,,8.7,56.4552058228788,55004
MT,2012,441.0,9.902,98651,48.0,12743.0,11464.0,1.42,7364.5,31.4,94.13,79.4,13388.0,12124.0,2823.0,29.832,420028,84.2,210989,209039,4.3,3.3,97.1325,,3.5,32.1,24.7,8.7,56.5378734440893,55775
MT,2013,338.0,9.545,100368,51.7,13443.0,11977.0,1.36,7944.3,28.6,92.83,80.3,14219.0,12699.0,2578.0,30.012,425967,84.2,213509,212458,4.3,3.9,98.08333333333331,,2.1,36.7,25.8,14.3,56.6954327808471,56904
MT,2014,323.0,9.749,102501,54.3,14271.0,12713.0,1.38,8751.1,26.8,97.92,81.1,14951.0,13340.0,2871.0,30.144,434558,84.3,217047,217511,5.6,4.6,98.84,,2.7,,,12.9,56.9849487994002,58410
MT,2015,372.0,9.818,105010,55.3,15135.0,13428.0,1.37,9996.7,26.8,105.92,82.1,15762.0,14111.0,3002.0,30.283,445053,84.2,221611,223442,6.4,4.0,100.0025,,4.5,36.9,27.3,13.0,57.3165848410286,60188
MT,2016,371.0,9.908,107763,58.0,15499.0,13611.0,1.37,10541.1,25.5,111.12,83.5,15972.0,14097.0,3034.0,30.479,455356,84.2,226327,229030,8.1,5.5,100.9025,,4.5,38.3,30.7,13.0,57.7478551285908,62230
MT,2017,312.0,9.311,110570,60.6,16320.0,14358.0,1.26,11936.6,24.1,116.59,84.7,16882.0,14948.0,2934.0,30.548,467999,84.3,231868,236131,8.9,6.6,102.175,,8.4,37.7,32.4,14.5,58.3590555336675,64527
MT,2018,349.0,9.185,113528,63.2,16635.0,14661.0,1.23,13044.0,22.3,123.77,85.5,17208.0,15228.0,2831.0,30.649,484630,84.3,238413,246218,11.3,8.9,103.95416666666668,,9.6,44.8,36.0,14.5,59.1047126734406,67100
MT,2019,354.0,8.673,116578,63.9,17096.0,15100.0,1.14,14296.5,22.0,130.86,85.9,17740.0,15908.0,2674.0,30.658,504062,84.3,245263,258799,13.5,10.4,105.5375,,10.0,48.0,35.0,14.9,59.8589848598098,69782
MT,2020,269.0,8.841,119469,66.0,18940.0,16166.0,1.13,13351.5,18.9,133.01,84.9,19401.0,16684.0,1157.0,30.66,515332,84.2,248982,266351,31.3,21.7,106.36833333333334,,9.9,44.8,36.2,13.4,60.6709798724777,72483
MT,2021,320.0,8.942,122044,68.4,19717.0,16914.0,1.13,15323.5,17.6,138.99,86.0,20349.0,17445.0,2276.0,30.629,518536,84.3,250033,268503,38.3,24.7,106.88272727272728,,10.8,,,13.4,61.4422221118835,74986
MT,2022,502.0,9.115,122846,72.9,21228.0,17898.0,1.08,17432.3,13.3,147.24,86.2,21766.0,18498.0,2546.0,30.751,531511,84.3,254068,277444,34.8,25.4,113.68583333333332,,15.5,48.0,38.2,27.8,62.2240562447768,76439
NL,2009,30779.0,11.15,3867441,70.9,22868.0,20154.0,1.79,624842.0,13.3,112.1,84.2,23791.0,21113.0,72119.0,30.712,16530388,79.6,8350452,8179936,9.0,13.0,91.19666666666666,,15.0,41.6,35.2,39.6,60.2060090077298,2328431
NL,2010,33723.0,11.056,3855358,70.9,22709.0,20231.0,1.79,639187.0,12.1,111.02,83.0,23666.0,21373.0,75399.0,30.762,16615394,79.4,8391915,8223479,9.1,12.9,92.04583333333332,,14.9,43.5,37.1,38.7,59.637875877046,2299253
NL,2011,33755.0,10.765,3842254,71.5,22619.0,20175.0,1.76,650359.0,11.4,107.15,82.9,23488.0,21271.0,71572.0,30.833,16693074,79.3,8429897,8263177,9.3,13.4,94.32416666666668,30.1,17.8,,,39.1,59.1356268149998,2272140
NL,2012,34721.0,10.491,3829735,72.0,22807.0,20238.0,1.72,652966.0,10.8,99.79,82.8,23958.0,21736.0,70315.0,30.867,16754962,79.2,8459857,8295105,9.8,13.5,96.98833333333332,,21.5,45.0,37.7,37.5,58.5735299793968,2243210
NL,2013,33636.0,10.208,3819847,71.7,23097.0,20621.0,1.68,660463.0,9.9,95.42,81.6,24030.0,21701.0,64549.0,30.944,16804432,79.0,8483570,8320862,10.5,15.0,99.47333333333334,30.3,25.1,,,37.3,57.9801114866208,2214751
NL,2014,35409.0,10.383,3811408,70.8,23258.0,20777.0,1.71,671560.0,10.9,97.31,81.7,23771.0,21527.0,65333.0,31.049,16865008,78.9,8511386,8353622,11.7,14.9,99.79,30.4,24.9,,,36.9,57.3538270051196,2185988
NL,2015,34232.0,10.127,3806406,71.9,23818.0,21063.0,1.66,690008.0,10.6,101.54,82.5,24560.0,21926.0,64308.0,31.159,16939923,78.9,8544927,8394997,33.8,37.1,100.00166666666668,30.8,25.5,49.6,40.6,36.9,56.7367594736159,2159631
NL,2016,33414.0,10.159,3804502,72.7,25069.0,22189.0,1.66,708337.0,10.5,108.02,83.2,26066.0,23449.0,65249.0,31.274,17030314,78.9,8584195,8446119,34.7,36.7,100.10583333333334,31.1,27.5,50.2,40.3,36.9,56.1426578495536,2135948
NL,2017,32768.0,9.957,3802238,73.9,25858.0,22964.0,1.62,738146.0,9.9,117.66,83.8,27033.0,24296.0,64402.0,31.379,17131296,78.9,8630224,8501072,35.6,37.1,101.40083333333332,31.4,29.5,51.5,41.8,36.0,55.6336365887909,2115323
NL,2018,30729.0,9.809,3798853,75.2,26178.0,23179.0,1.59,773987.0,9.6,128.16,84.8,27669.0,24724.0,64315.0,31.46,17231624,78.9,8677560,8554064,36.2,37.6,103.02416666666666,31.6,30.7,52.5,42.8,33.8,55.1684241360096,2095767
NL,2019,30041.0,9.798,3790549,76.5,26773.0,23824.0,1.57,813055.0,8.9,136.54,85.4,28097.0,25308.0,63565.0,31.551,17344874,78.9,8730316,8614559,38.1,38.7,105.78083333333332,31.9,34.2,,,35.1,54.7458740399507,2075169
NL,2020,28965.0,9.942,3777938,76.6,28553.0,25139.0,1.54,796530.0,8.4,148.37,85.0,30170.0,26687.0,50233.0,31.531,17441500,78.9,8774217,8667284,41.3,41.8,106.9575,31.8,36.6,57.1,47.5,32.9,54.3670092072282,2053951
NL,2021,25962.0,10.316,3766738,77.5,29628.0,27347.0,1.62,870587.0,8.2,175.9,85.7,31067.0,28804.0,56419.0,31.51,17533044,79.0,8817042,8716002,50.2,50.5,109.94545454545457,32.0,38.1,,,37.8,54.0748395050402,2036857
NL,2022,23603.0,10.336,3753569,79.0,30747.0,28255.0,1.49,958549.0,7.9,185.89,86.9,32291.0,30092.0,70608.0,31.57,17700982,79.0,8903093,8797889,49.3,50.0,122.7775,32.9,41.6,60.6,52.3,36.0,53.8346814874357,2020721
NO,2009,10235.0,12.702,1123271,78.9,35677.0,33254.0,1.98,279533.4,4.0,71.49,82.9,38090.0,35325.0,24299.0,29.993,4828726,88.6,2417823,2410903,,,90.7,,41.6,53.5,35.4,38.5,55.2670086362529,620798
NO,2010,10224.0,12.449,1137076,78.2,34694.0,32303.0,1.95,325493.9,3.5,76.21,81.7,36317.0,34045.0,23313.0,30.092,4889252,88.7,2445452,2443801,,,92.81666666666666,,38.9,53.5,36.9,39.1,54.6994917303401,621974
NO,2011,10188.0,12.103,1151704,78.6,38705.0,36275.0,1.88,360552.4,3.6,83.05,82.2,40431.0,37752.0,22876.0,30.242,4953088,88.6,2473228,2479860,,,93.99166666666667,31.1,41.3,53.9,38.5,39.6,54.1360462082026,623487
NO,2012,9906.0,11.922,1166401,78.6,42429.0,40141.0,1.85,399069.2,3.6,88.73,82.2,44016.0,41455.0,24077.0,30.339,5018573,88.6,2501183,2517390,,,94.325,31.4,43.7,53.7,36.9,39.6,53.5278592072525,624349
NO,2013,10212.0,11.552,1179295,78.4,45163.0,42694.0,1.78,395856.8,3.5,89.76,81.9,47419.0,44716.0,23916.0,30.455,5079623,88.6,2528165,2551458,,,96.18333333333334,31.5,42.0,56.7,37.2,38.5,53.0018343537583,625047
NO,2014,9918.0,11.437,1189585,78.1,46519.0,43495.0,1.75,378456.4,4.0,94.88,82.1,48980.0,46033.0,23462.0,30.601,5137232,88.6,2554127,2583105,,,98.0,31.6,37.6,,,38.7,52.5766351477261,625443
NO,2015,9793.0,11.32,1197356,77.9,43707.0,40870.0,1.72,349756.7,3.5,100.12,81.4,46904.0,43665.0,23227.0,30.719,5188607,88.5,2577194,2611414,,,99.99166666666667,31.9,38.8,57.5,40.9,39.6,52.1707030631162,624669
NO,2016,9944.0,11.21,1202018,78.1,42210.0,38930.0,1.71,335396.5,2.6,111.61,80.7,45382.0,41718.0,23672.0,30.834,5234519,88.5,2598142,2636378,,,103.89166666666668,31.9,42.6,57.6,41.2,39.6,51.8301242962985,623007
NO,2017,10567.0,10.716,1204486,77.6,41469.0,37773.0,1.62,356288.5,3.0,112.23,80.6,44649.0,40541.0,23134.0,30.967,5276968,88.5,2618218,2658751,,,105.84166666666664,32.3,42.1,54.9,42.1,40.8,51.5518904069299,620935
NO,2018,10162.0,10.369,1205874,78.0,41979.0,38986.0,1.56,372657.6,3.9,116.16,81.9,43825.0,40885.0,22578.0,31.073,5311916,88.5,2635194,2676722,,,109.03333333333336,30.5,40.2,55.8,41.5,40.8,51.301297124378,618629
NO,2019,10227.0,10.194,1207614,78.3,42379.0,38856.0,1.53,365130.5,3.8,119.97,82.1,44245.0,41002.0,21410.0,31.238,5347896,88.5,2652079,2695818,,,111.50833333333333,33.1,40.2,57.3,39.8,40.8,51.047928451648,616461
NO,2020,9825.0,9.972,1207974,77.9,42774.0,39754.0,1.48,322823.8,3.4,128.54,81.3,45400.0,41912.0,17699.0,31.222,5379475,88.5,2666564,2712911,,,112.80833333333334,34.1,40.4,60.6,41.7,40.8,50.8451815230115,614196
NO,2021,,9.979,1206156,77.5,38561.0,35512.0,1.55,425445.6,4.8,138.48,82.3,41061.0,37488.0,,31.215,5408320,88.4,2680024,2728296,46.1,46.5,117.01818181818182,,41.5,,,45.0,50.6850159846839,611340
NO,2022,,9.96,1207890,78.0,43312.0,38463.0,1.41,565021.9,5.7,142.62,83.7,45880.0,40845.0,,31.292,5457127,88.4,2705726,2751401,42.3,46.4,124.46666666666664,,43.2,65.2,46.5,45.0,50.4882782714179,609842
PL,2009,65345.0,10.901,9642130,55.6,5979.0,5084.0,1.4,317040.6,14.3,,69.9,6194.0,5336.0,250794.0,28.573,38151603,79.0,19729769,18421834,13.5,10.8,90.26666666666668,,9.5,42.7,28.2,17.9,56.9301501297488,5489279
PL,2010,61300.0,10.949,9564425,55.6,5145.0,4399.0,1.41,359067.8,13.2,105.95,68.8,5268.0,4594.0,228337.0,28.734,38042794,79.2,19621825,18420969,14.1,11.6,92.65,,11.6,,,17.5,56.9630103600383,5448184
PL,2011,64594.0,10.358,9494948,55.8,5841.0,5025.0,1.33,377042.4,13.5,104.92,69.3,5978.0,5205.0,206471.0,28.855,38063255,79.4,19634757,18428498,13.9,11.6,96.25833333333333,26.2,11.8,47.3,31.1,22.0,57.0906353413042,5420726
PL,2012,64432.0,10.242,9432027,56.2,5891.0,5072.0,1.33,385389.4,13.5,100.29,69.7,6091.0,5280.0,203850.0,28.905,38063164,79.9,19636469,18426695,13.8,11.5,99.8,26.3,11.8,49.9,32.1,22.0,57.2116046871374,5396214
PL,2013,66132.0,9.853,9365791,56.3,6008.0,5206.0,1.29,388356.4,13.7,97.49,70.0,6157.0,5363.0,180396.0,28.958,38040196,80.3,19625167,18415029,13.9,11.8,100.61666666666667,26.6,12.3,51.1,32.9,22.3,57.3638348218678,5372576
PL,2014,65761.0,9.997,9296953,58.2,6193.0,5354.0,1.32,406412.5,13.6,98.89,71.8,6336.0,5509.0,188488.0,29.092,38011735,80.7,19611172,18400564,14.2,12.3,100.7,26.7,14.6,,,21.5,57.5725066737033,5352488
PL,2015,67296.0,9.832,9232759,59.9,6380.0,5573.0,1.32,429834.6,13.0,99.88,72.9,6519.0,5728.0,188832.0,29.188,37986412,81.0,19599310,18387102,16.4,15.3,100.0,26.9,19.4,52.8,34.0,24.6,57.7929444964759,5335883
PL,2016,63497.0,10.126,9173407,61.5,6639.0,5853.0,1.39,424735.3,13.4,103.86,74.9,6810.0,6108.0,193455.0,29.308,37970087,81.1,19592648,18377439,15.2,14.3,99.80833333333334,27.1,18.8,53.6,33.9,25.5,58.0110765430881,5321592
PL,2017,65257.0,10.577,9114170,63.0,6754.0,5898.0,1.48,465772.6,14.0,107.86,77.0,6904.0,6102.0,192576.0,29.468,37974826,81.2,19595758,18379068,14.0,13.3,101.425,27.3,20.1,53.8,33.8,25.9,58.2352776190073,5307662
PL,2018,62843.0,10.366,9050659,64.5,7250.0,6469.0,1.46,499004.1,13.8,116.11,78.3,7465.0,6754.0,192443.0,29.583,37974750,81.3,19594412,18380338,14.4,13.6,102.61666666666667,27.4,21.0,53.7,33.8,26.1,58.4404817901637,5289248
PL,2019,65341.0,9.937,8984324,65.3,7891.0,7010.0,1.44,532504.7,14.6,127.06,79.9,8168.0,7307.0,183371.0,29.645,37965475,81.4,19588597,18376879,15.0,14.1,104.80833333333334,27.7,23.5,54.5,35.1,27.9,58.6211658464279,5266715
PL,2020,51164.0,9.705,8916563,65.4,8699.0,7811.0,1.39,526147.2,14.8,138.42,80.2,9105.0,8225.0,145045.0,29.638,37899070,81.4,19558635,18340435,20.7,16.5,108.64166666666668,,22.8,53.8,34.1,27.7,58.7441982934603,5237963
PL,2021,60687.0,9.488,8847249,68.5,9008.0,8151.0,1.33,576382.6,13.9,155.15,82.4,9343.0,8457.0,168324.0,29.63,37747124,81.5,19488234,18258891,17.0,14.1,114.22727272727272,,24.7,,,27.5,58.7695316256383,5199486
PL,2022,60162.0,9.27,9469347,70.3,9862.0,8891.0,1.29,656152.9,12.9,169.64,83.2,10173.0,9212.0,155817.0,29.722,37203992,81.5,19212156,17991836,13.2,11.6,129.40833333333333,,24.2,51.3,32.6,27.5,58.7083875777835,5559300
PT,2009,26464.0,9.424,2551896,62.3,10386.0,8266.0,1.34,175416.4,10.8,107.13,73.1,10816.0,8665.0,40391.0,29.646,10568247,82.7,5503255,5064992,4.7,5.1,91.945,,3.7,29.0,18.0,29.6,59.2227017133972,1511301
PT,2010,27903.0,9.532,2533610,62.1,10584.0,8649.0,1.39,179610.8,9.9,106.21,72.0,10907.0,9093.0,39993.0,29.812,10573100,82.3,5514456,5058644,4.6,4.9,93.22416666666668,,5.4,32.1,18.7,30.4,58.8739406726367,1491636
PT,2011,26750.0,9.13,2508705,62.4,10474.0,8452.0,1.35,176096.2,8.8,98.25,71.2,10820.0,8778.0,36035.0,30.062,10557560,81.9,5515570,5041990,10.8,9.9,96.5375,28.0,5.9,,,29.1,58.4678230992686,1466785
PT,2012,25380.0,8.536,2475858,60.8,10309.0,8348.0,1.28,168295.6,6.7,94.31,67.5,10633.0,8603.0,34423.0,30.17,10514844,81.5,5501777,5013067,13.4,12.1,99.2175,28.4,7.4,34.2,23.5,29.1,57.9861537046087,1435654
PT,2013,22525.0,7.925,2439280,60.5,10029.0,8220.0,1.21,170492.3,6.1,94.89,66.6,10293.0,8478.0,31998.0,30.39,10457295,81.1,5480437,4976859,14.5,13.5,99.65416666666664,,8.8,37.4,22.3,31.3,57.5431200951626,1403637
PT,2014,21988.0,7.913,2404757,62.9,9851.0,8200.0,1.23,173053.7,6.6,96.98,69.5,10296.0,8524.0,31478.0,30.649,10401062,80.8,5460219,4940843,14.4,14.3,99.495,29.8,9.5,,,31.3,57.0594096992059,1372140
PT,2015,23377.0,8.222,2374969,64.8,9946.0,8365.0,1.31,179713.2,6.4,101.84,71.2,10395.0,8676.0,32393.0,30.895,10358076,80.6,5445489,4912588,14.5,13.8,100.0,30.2,13.5,40.6,25.4,34.3,56.4851107267247,1341503
PT,2016,22340.0,8.403,2345672,66.4,10530.0,8703.0,1.36,186489.8,6.5,109.57,72.9,10984.0,9064.0,32399.0,31.09,10325452,80.5,5433469,4891983,14.3,14.5,100.63583333333334,30.4,14.3,42.9,26.9,34.3,55.8790853595798,1310740
PT,2017,21577.0,8.35,2318007,69.0,10817.0,8968.0,1.38,195947.2,7.2,121.06,76.2,11246.0,9331.0,33634.0,31.192,10300300,80.4,5425226,4875074,13.9,14.4,102.20166666666668,30.7,16.2,42.3,25.6,35.2,55.3980017324654,1284129
PT,2018,20345.0,8.411,2297398,71.5,11005.0,9249.0,1.42,205184.1,6.6,132.34,78.1,11396.0,9600.0,34637.0,31.331,10283822,80.4,5423793,4860029,14.9,14.5,103.395,31.1,21.6,44.3,25.7,36.4,54.9079703908931,1261454
PT,2019,20421.0,8.321,2282188,72.2,11741.0,9985.0,1.43,214374.6,6.9,146.07,79.1,12093.0,10266.0,33272.0,31.392,10286263,80.5,5430092,4856172,15.6,15.5,103.705,31.5,24.6,45.1,29.5,40.4,54.419159966964,1241947
PT,2020,17295.0,8.07,2268909,71.4,12612.0,10712.0,1.41,200518.9,5.7,157.69,77.1,13022.0,11060.0,18902.0,31.379,10297081,80.4,5437718,4859363,23.1,21.5,103.57916666666668,32.3,26.6,48.4,33.8,39.5,53.9615013229548,1224337
PT,2021,17279.0,7.833,2250511,72.4,12987.0,10971.0,1.35,216053.2,6.3,175.96,78.7,13429.0,11300.0,29057.0,31.362,10361831,80.4,5433037,4928794,26.7,23.6,104.48727272727272,,31.0,,,40.9,53.5067221153285,1204174
PT,2022,18464.0,7.796,2223181,74.3,13173.0,11038.0,1.43,242340.8,5.9,195.91,80.2,13538.0,11207.0,36952.0,31.501,10409704,80.4,5447248,4962456,19.0,17.6,113.02583333333332,,33.3,50.0,34.9,35.7,53.0166784746134,1178656
RO,2009,32341.0,11.863,4992677,45.2,2577.0,2213.0,1.66,125213.9,17.5,130.93,62.7,2672.0,2315.0,134275.0,26.884,20367487,77.8,10451346,9916141,0.6,0.4,82.70333333333333,,11.7,21.7,17.5,9.8,59.9197502999753,2991599
RO,2010,32632.0,11.114,4898675,47.6,2428.0,2083.0,1.59,128278.9,17.5,114.77,65.1,2485.0,2143.0,115778.0,27.038,20246871,77.9,10390192,9856679,0.5,0.3,87.72583333333334,,21.3,,,9.8,59.8252337480697,2930643
RO,2011,35780.0,10.136,4831085,47.7,2455.0,2140.0,1.47,138520.7,16.7,98.75,64.4,2533.0,2247.0,105599.0,27.16,20147528,78.0,10342500,9805028,0.9,0.6,92.83833333333332,25.8,10.4,23.9,21.2,9.6,59.7236181132418,2885298
RO,2012,31324.0,10.212,4797598,48.2,2415.0,2093.0,1.52,139319.8,17.2,97.71,65.4,2485.0,2200.0,107760.0,27.259,20058035,78.1,10288742,9769294,0.9,0.6,95.97916666666669,,11.9,25.6,21.6,9.9,59.4878558758675,2853988
RO,2013,28507.0,9.707,4781094,48.2,2386.0,2071.0,1.46,142928.9,17.2,97.59,65.4,2444.0,2166.0,107507.0,27.425,19983693,78.1,10229927,9753766,0.7,0.5,99.04416666666668,26.3,7.8,26.8,22.1,11.7,59.2708274749116,2833793
RO,2014,27188.0,10.179,4769709,49.2,2497.0,2205.0,1.56,150522.4,17.5,97.62,66.7,2602.0,2325.0,118075.0,27.555,19908979,78.2,10182416,9726563,0.8,0.5,100.41416666666667,26.7,11.0,,,11.9,59.0196048547765,2815063
RO,2015,31527.0,10.453,4749191,50.3,2735.0,2336.0,1.62,160287.8,17.7,100.36,68.0,2864.0,2483.0,125454.0,27.665,19815616,78.3,10137213,9678404,0.9,0.7,99.99916666666668,26.8,11.8,28.3,22.9,12.1,58.8259047440308,2793754
RO,2016,30497.0,10.782,4710327,51.4,2778.0,2465.0,1.69,167494.3,17.7,107.7,69.1,2894.0,2612.0,133183.0,27.798,19702267,78.4,10076361,9625907,0.9,0.7,98.925,27.0,10.1,27.4,22.4,12.0,58.6514275250904,2762674
RO,2017,31147.0,11.021,4630111,54.0,3075.0,2735.0,1.78,186399.0,17.3,113.75,71.3,3200.0,2945.0,142613.0,27.907,19588715,78.3,10010242,9578474,0.7,0.5,100.00333333333332,27.5,11.0,28.8,22.5,19.1,58.424012528133,2705096
RO,2018,30857.0,10.726,4510234,54.5,3829.0,3283.0,1.76,206071.9,18.5,119.83,73.0,4017.0,3564.0,143292.0,28.001,19473970,78.4,9946311,9527659,1.0,0.6,104.08,28.4,11.0,28.2,21.8,19.6,58.0028094521589,2616062
RO,2019,30197.0,10.438,4403472,55.4,4412.0,3815.0,1.77,224178.6,19.2,125.49,74.6,4632.0,4117.0,128610.0,28.106,19371648,78.5,9891093,9480556,1.6,1.2,108.15083333333332,28.3,12.6,29.2,22.2,19.8,57.5000538931449,2531998
RO,2020,22785.0,10.238,4330302,55.4,4875.0,4242.0,1.8,220486.6,19.3,127.97,74.7,5042.0,4531.0,81343.0,28.11,19265250,78.7,9841125,9424126,4.5,2.2,110.66833333333334,,12.8,28.3,21.7,20.0,57.0723398412813,2471404
RO,2021,,10.105,4273363,56.9,5484.0,4805.0,1.81,241611.3,20.1,137.51,77.0,5568.0,5002.0,114207.0,28.126,19122059,78.7,9808358,9313701,8.8,5.1,115.10909090909092,,17.5,,,20.0,56.5959176706174,2418549
RO,2022,23289.0,9.988,4414761,59.1,6197.0,5563.0,1.71,284173.6,18.6,146.83,77.7,6340.0,5719.0,118300.0,28.235,19048502,78.8,9796616,9251886,5.2,3.6,129.05916666666667,,17.7,28.4,21.2,20.0,56.0995262401208,2476660
SK,2009,12671.0,11.327,1395571,62.4,6253.0,5572.0,1.44,64095.5,11.8,98.09,74.2,6593.0,5961.0,26356.0,28.481,5386406,84.1,2765464,2620942,8.8,6.6,91.05333333333331,,18.2,23.8,17.5,18.0,53.6993884740967,749413
SK,2010,12015.0,11.228,1386056,61.6,6765.0,6085.0,1.43,68764.9,9.9,96.36,71.5,7120.0,6383.0,25415.0,28.647,5391428,84.1,2767069,2624360,7.5,7.0,91.68583333333332,,21.6,29.8,18.5,16.0,53.4255386913937,740507
SK,2011,11102.0,11.204,1374675,61.6,6973.0,6278.0,1.45,71785.8,10.5,94.15,72.1,7304.0,6565.0,25621.0,28.824,5398384,84.1,2769922,2628463,9.0,7.4,95.4275,,14.6,,,16.0,53.2034481866955,731374
SK,2012,10948.0,10.384,1364306,61.5,7557.0,6864.0,1.34,73649.3,10.9,91.45,72.4,7900.0,7277.0,26006.0,28.829,5407579,84.1,2773714,2633866,9.9,8.0,98.99833333333332,27.6,13.8,32.8,21.5,18.7,52.9787024930813,722791
SK,2013,10946.0,10.225,1353714,62.0,7301.0,6738.0,1.34,74492.8,9.8,93.46,71.8,7607.0,7084.0,25491.0,28.871,5413393,84.1,2775873,2637520,9.1,8.0,100.4475,27.8,24.0,35.4,24.2,18.7,52.7505247440367,714091
SK,2014,10514.0,10.233,1341262,62.9,7519.0,6856.0,1.37,76354.5,9.8,96.67,72.7,7850.0,7136.0,26737.0,28.908,5418649,84.1,2777955,2640694,9.5,8.7,100.345,28.1,18.2,,,20.0,52.4972226497423,704125
SK,2015,9786.0,10.282,1329178,64.6,7391.0,6999.0,1.4,80126.0,9.9,101.34,74.5,7650.0,7248.0,28775.0,28.871,5423801,84.1,2779596,2644205,9.5,8.3,100.0,28.2,12.7,39.6,23.5,20.0,52.2060589201616,693911
SK,2016,9286.0,10.589,1317271,67.2,7466.0,7040.0,1.48,81265.2,9.2,109.75,76.4,7781.0,7295.0,29897.0,28.809,5430798,84.1,2781915,2648883,9.3,7.5,99.51833333333332,28.3,12.5,41.4,25.7,20.5,51.9121612184401,683823
SK,2017,9618.0,10.647,1305854,69.4,7593.0,7240.0,1.52,84669.9,7.6,116.16,77.0,7794.0,7467.0,31309.0,28.796,5439232,84.1,2785133,2654099,8.9,8.0,100.9025,28.6,15.1,43.3,27.2,21.3,51.6785850905774,674846
SK,2018,9560.0,10.575,1295612,70.3,7967.0,7659.0,1.54,89874.7,8.5,124.06,78.8,8199.0,7955.0,31177.0,28.83,5446771,84.2,2787975,2658796,9.2,8.9,103.45833333333331,28.7,24.1,44.8,30.0,20.7,51.4292026997518,666322
